NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
Culture,Arts,,Freud Gets Marathon Reading Treatment,"Writers, philosophers and veterans will gather to read from Civilization and Its Discontents, a work the organizers called the definitive text on human destructiveness.","Writers, philosophers and veterans will gather to read from Civilization and Its Discontents, a work the organizers called the definitive text on human destructiveness.",202,22-12-2014 15:24,8054,2,22,15
Science,Health,,Living With Cancer: Playing the C Card,"After the diagnosis, cancer can serve many purposes  an excuse for ice cream, a motivation to go fly-fishing, a reason to not do just about anything.","After the diagnosis, cancer can serve many purposes  an excuse for ice cream, a motivation to go fly-fishing, a reason to not do just about anything.",851,22-12-2014 15:11,8055,2,22,15
Foreign,,,1964: Neater Offices in White House ,Highlights from the International Herald Tribune archives: White House staff was promised new quarters in 1964.,Highlights from the International Herald Tribune archives: White House staff was promised new quarters in 1964.,80,22-12-2014 15:08,8056,2,22,15
OpEd,Opinion,,What We're Reading Now,Food news for the holidays.,Food news for the holidays.,442,22-12-2014 15:04,8057,2,22,15
Science,Health,,How E-books May Disrupt Your Sleep,Planning to read in bed tonight? It may be better to read from a printed book instead of an e-book reader.,Planning to read in bed tonight? It may be better to read from a printed book instead of an e-book reader.,226,22-12-2014 15:00,8058,2,22,15
Culture,Arts,,Rene  Fleming to Star in 'Living on Love' on Broadway,"Written by the Tony Award winner Joe DiPietro, Living on Love was first mounted at the Williamstown Theater Festival.","Written by the Tony Award winner Joe DiPietro, Living on Love was first mounted at the Williamstown Theater Festival.",204,22-12-2014 14:30,8059,2,22,14
Culture,Arts,,Anish Kapoor Chosen for Solo Show at Versailles,"Mr. Kapoor, who was born in India and has lived in London for decades, is probably best known recently for his ArcelorMittal Orbit in Queen Elizabeth Olympic Park in London.","Mr. Kapoor, who was born in India and has lived in London for decades, is probably best known recently for his ArcelorMittal Orbit in Queen Elizabeth Olympic Park in London.",271,22-12-2014 14:30,8060,2,22,14
Business,Business Day,Dealbook,"As Caesars Deals, a Showdown in Las Vegas Awaits","Bondholders in the casino companys biggest unit back a bankruptcy that its parents merger with an affiliate could fund, says Quentin Webb of Reuters Breakingviews.","Bondholders in the casino companys biggest unit back a bankruptcy that its parents merger with an affiliate could fund, says Quentin Webb of Reuters Breakingviews.",403,22-12-2014 14:13,8061,2,22,14
Business,Business Day,Dealbook,"Russia's Central Bank Acts to Save Trust Bank, a Failing Lender, With More Rescues Expected","The Russian government said it would inject $530 million into Trust Bank, a retail lender, and analysts predict more bailouts could follow.","The Russian government said it would inject $530 million into Trust Bank, a retail lender, and analysts predict more bailouts could follow.",589,22-12-2014 14:06,8062,2,22,14
Styles,U.S.,,Last-Minute Gifts: Monthly Box Subscriptions for Children and Teenagers,"Maybe the perfect gift is one that arrives later, in the form of a monthly delivery of books, geek toys, craft supplies or more.","Maybe the perfect gift is one that arrives later, in the form of a monthly delivery of books, geek toys, craft supplies or more.",415,22-12-2014 14:06,8063,2,22,14
,Multimedia,,Epiphany on a Kosovo Rooftop,"Fred R. Conrad may be best known for his exquisite portraits, but an assignment in Kosovo taught him the value of watching and waiting for the story to come to him.","Fred R. Conrad may be best known for his exquisite portraits, but an assignment in Kosovo taught him the value of watching and waiting for the story to come to him.",432,22-12-2014 13:57,8064,2,22,13
Business,Business Day,Dealbook,Investment Firm F-Squared to Pay $35 Million in Penalties Over Inaccurate Data,"The Securities and Exchange Commission says the returns used in the firms marketing effort of a new strategy were hypothetical and inflated, in some cases by 350 percent.","The Securities and Exchange Commission says the returns used in the firms marketing effort of a new strategy were hypothetical and inflated, in some cases by 350 percent.",277,22-12-2014 13:40,8065,2,22,13
OpEd,Opinion,,The Secret History of Filing Cabinets,Its about non-digital IT.,Its about non-digital IT.,510,22-12-2014 13:34,8066,2,22,13
Culture,Arts,,New York Theater Plans Live Reading of 'The Interview' Script,"The Treehouse Theater said the live reading, with comedians from the Upright Citizens Brigade Theater, is an opportunity for people to come together in the name of free speech.","The Treehouse Theater said the live reading, with comedians from the Upright Citizens Brigade Theater, is an opportunity for people to come together in the name of free speech.",286,22-12-2014 13:07,8067,2,22,13
Business,Business Day,Dealbook,Foreign Bribery Cases That Can Drag On and On,"An overseas bribery inquiry involving Avon shows how long winding such cases can be, and how the costs of dealing with potential corrupt payments can exceed the punishment.","An overseas bribery inquiry involving Avon shows how long winding such cases can be, and how the costs of dealing with potential corrupt payments can exceed the punishment.",1084,22-12-2014 12:29,8068,2,22,12
,,,"1889: The Frankfurter, in an Oblate Spheroid",An 1889 Times article suggested that Italian street vendors helped popularize the food (later the hot dog) after a municipal crackdown on hand organs forced the musicians to find new work.,An 1889 Times article suggested that Italian street vendors helped popularize the food (later the hot dog) after a municipal crackdown on hand organs forced the musicians to find new work.,188,22-12-2014 12:12,8069,2,22,12
Business,Crosswords/Games,,Ed Fredkin and the Doctor's Dilemma,Can you solve this pair of puzzles by the inventor and entrepreneur Ed Fredkin?,Can you solve this pair of puzzles by the inventor and entrepreneur Ed Fredkin?,708,22-12-2014 12:00,8070,2,22,12
,,,When Should Your Workday Start?,A new study suggests work is cutting into our sleep. So should we start coming in later?,A new study suggests work is cutting into our sleep. So should we start coming in later?,629,22-12-2014 11:16,8071,2,22,11
Business,Business Day,Small Business,Rethinking the Relationship Between Bosses and Employees,"I now have 110 employees, many of whom have been with me for more than 15 years  with an average tenure of nine years. But are they my friends?","I now have 110 employees, many of whom have been with me for more than 15 years  with an average tenure of nine years. But are they my friends?",765,22-12-2014 11:00,8072,2,22,11
TStyle,,,Detoxing the Martha Stewart Way ,"The original lifestyle mogul introduces a book full of clean recipes, like this Japanese soup, just in time for the new year.","The original lifestyle mogul introduces a book full of clean recipes, like this Japanese soup, just in time for the new year.",507,22-12-2014 11:00,8073,2,22,11
Science,Health,,Why Cafeteria Food Is the Best,Many parents undoubtedly think they are doing the best for their children by having them bring lunch from home instead of eating the lunches served in school. But recent studies clearly prove them wrong.,Many parents undoubtedly think they are doing the best for their children by having them bring lunch from home instead of eating the lunches served in school. But recent studies clearly prove them wrong.,1073,22-12-2014 10:49,8074,2,22,10
Business,Business Day,Dealbook,Caesars Entertainment in Deal to Shore Up Finances,The all-stock deal to acquire a publicly traded affiliate will leave Caesars Entertainment with $1.7 billion in cash.,The all-stock deal to acquire a publicly traded affiliate will leave Caesars Entertainment with $1.7 billion in cash.,356,22-12-2014 10:46,8075,2,22,10
Business,Business Day,Dealbook,Ocwen Chairman to Step Down in Settlement With New York Regulator,"After an investigation into conflicts of interest, William C. Erbey has agreed to step down from his position as chairman of Ocwen and four other related companies.","After an investigation into conflicts of interest, William C. Erbey has agreed to step down from his position as chairman of Ocwen and four other related companies.",854,22-12-2014 10:07,8076,2,22,10
,,,From The Upshot: The Social Campaign ,"Some of the processes the company used were opaque, so a number of questions remain unanswered.","Some of the processes the company used were opaque, so a number of questions remain unanswered.",11,22-12-2014 10:03,8077,2,22,10
TStyle,,,T's Top 10 Music Stories in 2014,"These 10 stories showcase musicians and their style, both on stage and off.","These 10 stories showcase musicians and their style, both on stage and off.",14,22-12-2014 10:00,8078,2,22,10
Styles,U.S.,,Read This Before You Buy Another Holiday Gift (or Goat),We cannot use seasonal charitable giving to put a fig leaf over the ways our passion for cheap clothes and toys contributes to the problems we try to help solve with our donations.,We cannot use seasonal charitable giving to put a fig leaf over the ways our passion for cheap clothes and toys contributes to the problems we try to help solve with our donations.,910,22-12-2014 09:40,8079,2,22,9
